,Non-canonical,Watson-Crick,Paired with N,Wobble
22204,0,34,0,2
22205,0,33,0,3
22206,0,33,0,3
22207,0,33,0,3
22208,0,33,0,3
22209,0,29,0,3
22210,0,32,0,4
22211,0,33,0,3
22212,0,32,0,4
22213,0,32,0,4
22214,0,33,0,3
22215,0,33,0,3
22216,0,32,0,4
22217,0,34,0,2
22218,0,33,0,3
22219,0,33,0,3
22220,0,32,0,4
22221,0,32,0,4
22222,0,32,0,4
22223,0,32,0,4
22224,0,32,0,4
22225,0,32,0,4
22226,0,32,0,4
22227,0,32,0,4
22228,0,32,0,4
22229,0,31,0,5
22230,0,32,0,4
22231,0,31,0,5
22232,0,31,0,5
22233,0,32,0,4
22234,0,30,0,6
22235,0,30,0,6
22236,0,30,0,6
22237,0,30,0,6
22238,0,31,0,5
22239,0,31,0,5
22240,0,32,0,3
22241,0,32,0,3
22242,0,32,0,3
22243,0,32,0,2
22244,0,33,0,3
22245,0,33,0,3
22246,0,30,0,6
22247,0,33,0,2
22248,0,32,0,3
22249,0,33,0,2
22250,0,33,0,2
22251,0,33,0,2
22252,0,33,0,2
22253,0,33,0,2
22254,0,33,0,2
22255,0,33,0,2
22256,0,34,0,1
22257,0,33,0,2
22258,0,33,0,2
22259,0,33,0,2
22260,0,32,0,3
22261,0,32,0,3
22262,0,32,0,3
22263,0,33,0,3
22264,0,32,0,4
22265,0,33,0,3
22266,0,33,0,3
22267,0,32,0,4
22268,0,33,0,3
22269,0,33,0,3
22270,0,33,0,3
22271,0,32,0,4
22272,0,31,0,5
22273,0,33,0,3
22274,0,31,0,5
22275,0,32,0,4
22276,0,32,0,4
22277,0,32,0,4
22278,0,32,0,4
22279,0,33,0,3
22280,0,33,0,3
22281,0,33,0,3
22282,0,33,0,3
22283,0,31,0,5
22284,0,32,0,4
22285,0,32,0,4
22286,0,33,0,3
22287,0,33,0,3
22288,0,31,0,5
22289,0,32,0,4
22290,0,32,0,4
22291,0,32,0,4
22292,0,32,0,4
22293,0,32,0,4
22294,0,33,0,3
22295,0,33,0,3
22296,0,33,0,3
22297,0,33,0,3
22298,0,33,0,3
22299,0,32,0,4
22300,0,33,0,3
22301,0,33,0,3
22302,0,33,0,3
22303,0,33,0,2
22304,0,33,0,2
22305,0,32,0,3
22306,0,32,0,3
22307,0,32,0,3
22308,0,30,0,4
22309,0,30,0,4
22310,0,30,0,4
22311,0,29,0,5
22312,0,30,0,4
22313,0,30,0,4
22314,0,28,0,4
22315,0,26,0,6
22316,0,33,0,2
22317,0,33,0,2
22318,0,33,0,2
22319,0,32,0,3
22320,0,32,0,3
22321,0,32,0,3
22322,0,31,0,4
22323,0,32,0,3
22324,0,32,0,3
22325,0,32,0,3
22326,0,32,0,3
22327,0,32,0,3
22328,0,32,0,3
22329,0,32,0,3
22330,0,32,0,3
22331,0,32,0,3
22332,0,33,0,3
22333,0,32,0,3
22334,0,31,0,4
22335,0,30,0,4
22336,0,29,0,5
22337,0,32,0,3
22338,0,32,0,3
22339,0,32,0,3
22340,0,31,0,3
22341,0,33,0,2
22342,0,30,0,6
22343,0,30,0,6
22344,0,30,0,6
22345,0,30,0,6
22346,0,30,0,6
22347,0,30,0,6
22348,0,30,0,6
22349,0,29,0,7
22350,0,30,0,6
22351,0,30,0,6
22352,0,30,0,6
22353,0,30,0,6
22354,0,30,0,6
22355,0,30,0,6
22356,0,30,0,6
22357,0,30,0,6
22358,0,30,0,6
22359,0,29,0,5
22360,0,30,0,6
22361,0,30,0,6
22362,0,30,0,6
22363,0,29,0,4
22364,0,28,0,5
22365,0,28,0,5
22366,0,29,0,4
22367,0,33,0,3
22368,0,32,0,3
22369,0,32,0,3
22370,0,32,0,3
22371,0,32,0,3
22372,0,32,0,3
22373,0,32,0,4
22374,0,31,0,5
22375,0,32,0,4
22376,0,32,0,4
22377,0,31,0,5
22378,0,33,0,3
22379,0,32,0,4
22380,0,33,0,3
22381,0,33,0,3
22382,0,32,0,4
22383,0,32,0,4
22384,0,32,0,4
22385,0,32,0,4
22386,0,32,0,4
22387,0,31,0,5
22388,0,31,0,5
22389,0,32,0,4
22390,0,32,0,4
22391,0,33,0,3
22392,0,33,0,3
22393,0,33,0,3
22394,0,32,0,4
22395,0,33,0,3
22396,0,32,0,4
22397,0,33,0,3
22398,0,32,0,3
22399,0,31,0,4
22400,0,32,0,4
22401,0,32,0,4
22402,0,33,0,3
22403,0,33,0,3
22404,0,32,0,3
22405,0,32,0,3
22406,0,33,0,3
22407,0,33,0,3
22408,0,33,0,3
22409,0,33,0,3
22410,0,33,0,3
22411,0,33,0,3
22412,0,33,0,3
22413,0,30,0,4
22414,10,19,0,4
22415,0,29,0,5
22416,0,30,0,4
22417,0,30,0,4
22418,0,30,0,4
22419,0,29,0,5
22420,0,29,0,5
22421,0,30,0,4
22422,0,32,0,4
22423,0,31,0,5
22424,0,33,0,3
22425,0,33,0,3
22426,0,32,0,4
22427,0,32,0,4
22428,0,32,0,4
22429,0,32,0,4
22430,0,32,0,4
22431,0,32,0,4
22432,0,32,0,4
22433,0,32,0,4
22434,0,29,0,7
22435,0,28,0,8
22436,0,29,0,7
22437,0,32,0,4
22438,0,31,0,5
22439,0,33,0,3
22440,0,31,0,5
22441,0,32,0,3
22442,0,32,0,5
22443,0,31,0,4
22444,0,32,0,3
22445,0,32,0,3
22446,0,31,0,4
22447,0,31,0,4
22448,0,32,0,3
22449,0,32,0,3
22450,0,32,0,3
22451,0,32,0,3
22452,0,32,0,3
22453,0,32,0,3
22454,0,32,0,3
22455,0,32,0,3
22456,0,32,0,3
22457,0,32,0,2
22458,0,31,0,4
22459,0,32,0,3
22460,0,32,0,3
22461,0,32,0,3
22462,0,31,0,4
22463,0,32,0,3
22464,0,31,0,5
22465,0,32,0,4
22466,0,31,0,5
22467,0,30,0,6
22468,0,31,0,5
22469,0,32,0,3
22470,0,33,0,2
22471,0,32,0,2
22472,0,30,0,6
22473,0,30,0,5
22474,0,31,0,5
22475,0,30,0,6
22476,0,31,0,5
22477,0,32,0,4
22478,0,32,0,4
22479,0,33,0,2
22480,0,32,0,4
22481,0,33,0,3
22482,0,32,0,3
22483,0,32,0,5
22484,0,34,0,3
22485,0,34,0,2
22486,0,33,0,3
22487,0,31,0,5
22488,0,33,0,3
22489,0,33,0,3
22490,0,32,0,4
22491,0,31,0,5
22492,0,32,0,4
22493,0,34,0,2
22494,0,33,0,3
22495,0,32,0,4
22496,0,32,0,4
22497,0,33,0,3
22498,0,33,0,3
22499,0,34,0,2
22500,0,33,0,3
22501,0,33,0,3
22502,0,33,0,3
22503,0,32,0,4
22504,0,33,0,3
22505,0,33,0,3
22506,0,32,0,4
22507,0,33,0,3
22508,0,32,0,4
22509,0,32,0,4
22510,0,32,0,4
22511,0,31,0,5
22512,0,32,0,4
22513,0,32,0,3
22514,0,30,0,4
22515,0,28,0,6
22516,0,30,0,4
22517,0,29,0,5
22518,0,32,0,3
22519,0,32,0,3
22520,0,32,0,3
22521,0,31,0,4
22522,0,31,0,4
22523,0,32,0,5
22524,0,32,0,5
22525,0,33,0,3
22526,0,33,0,3
22527,0,33,0,3
22528,0,34,0,2
22529,0,33,0,3
22530,0,33,0,3
22531,0,31,0,5
22532,0,29,0,4
22533,0,30,0,3
22534,0,28,0,4
22535,0,32,0,4
22536,0,31,0,5
22537,0,32,0,4
22538,0,31,0,5
22539,0,32,0,4
22540,0,30,0,6
22541,0,31,0,5
22542,0,31,0,5
22543,0,33,0,1
22544,0,33,0,1
22545,0,33,0,3
22546,0,31,0,5
22547,0,31,0,5
22548,0,30,0,5
22549,0,32,0,4
22550,0,31,0,4
22551,0,32,0,4
22552,0,32,0,4
22553,0,32,0,4
22554,0,32,0,4
22555,0,32,0,3
22556,0,31,0,4
22557,0,31,0,3
22558,0,33,0,2
22559,0,30,0,5
22560,0,32,0,3
22561,0,31,0,3
22562,0,31,0,4
22563,0,31,0,3
22564,0,32,0,3
22565,0,31,0,3
22566,0,31,0,3
22567,0,32,0,3
22568,0,31,0,4
22569,0,32,0,4
22570,0,31,0,5
22571,0,32,0,4
22572,0,32,0,5
22573,0,32,0,4
22574,0,30,0,6
22575,0,32,0,4
22576,0,32,0,4
22577,0,32,0,4
22578,0,30,0,6
22579,0,33,0,3
22580,0,33,0,3
22581,0,30,0,6
22582,0,30,0,6
22583,0,31,0,5
22584,0,30,0,6
22585,0,30,0,6
22586,0,30,0,6
22587,0,31,0,5
22588,0,31,0,5
22589,0,32,0,4
22590,0,31,0,5
22591,0,31,0,5
22592,0,31,0,5
22593,0,32,0,4
22594,0,33,0,3
22595,0,32,0,4
22596,0,30,0,6
22597,0,34,0,2
22598,0,32,0,4
22599,0,33,0,3
22600,0,30,0,6
22601,0,32,0,4
22602,0,31,0,5
22603,0,33,0,3
22604,0,32,0,4
22605,0,29,0,7
22606,0,32,0,4
22607,0,31,0,5
22608,0,32,0,5
22609,0,31,0,5
22610,0,31,0,5
22611,0,31,0,5
22612,0,33,0,3
22613,0,31,0,5
22614,0,30,0,6
22615,0,30,0,6
22616,0,33,0,3
22617,0,32,0,4
22618,0,32,0,4
22619,0,31,0,5
22620,0,31,0,5
22621,0,30,0,5
22622,0,31,0,5
22623,0,31,0,5
22624,0,32,0,4
22625,0,32,0,4
22626,0,34,0,1
22627,0,30,0,6
22628,0,30,0,6
22629,0,29,0,7
22630,0,31,0,4
22631,0,31,0,4
22632,0,31,0,4
22633,0,30,0,5
22634,0,31,0,4
22635,0,31,0,4
22636,0,31,0,4
22637,0,25,0,6
22638,0,33,0,2
22639,0,33,0,2
22640,0,33,0,2
22641,0,33,0,2
22642,0,32,0,3
22643,0,32,0,3
22644,0,33,0,2
22645,0,33,0,2
22646,0,33,0,2
22647,0,33,0,2
22648,0,33,0,2
22649,0,33,0,3
22650,0,32,0,3
22651,0,33,0,2
22652,0,32,0,3
22653,0,33,0,2
22654,0,32,0,3
22655,0,32,0,3
22656,0,32,0,3
22657,0,33,0,2
22658,0,33,0,2
22659,0,32,0,2
22660,0,33,0,2
22661,0,32,0,3
22662,0,30,0,5
22663,0,32,0,3
22664,0,31,0,4
22665,0,30,0,4
22666,0,31,0,3
22667,0,32,0,4
22668,0,32,0,3
22669,0,33,0,2
22670,0,32,0,3
22671,0,32,0,3
22672,0,32,0,3
22673,0,32,0,3
22674,0,29,0,5
22675,0,28,0,6
22676,0,33,0,1
22677,0,34,0,0
22678,0,33,0,1
22679,0,33,0,1
22680,0,33,0,1
22681,0,33,0,1
22682,0,32,0,2
22683,0,31,0,3
22684,0,33,0,1
22685,0,33,0,1
22686,0,32,0,2
22687,0,32,0,3
22688,0,32,0,4
22689,0,33,0,2
22690,0,33,0,2
22691,0,33,0,2
22692,0,33,0,2
22693,0,32,0,3
22694,0,29,0,4
22695,0,29,0,4
22696,0,24,0,5
22697,0,32,0,4
22698,0,32,0,4
22699,0,31,0,5
22700,0,30,0,4
22701,0,30,0,4
22702,0,30,0,4
22703,0,30,0,4
22704,0,30,0,5
22705,0,31,0,4
22706,0,32,0,2
22707,0,31,0,3
22708,0,32,0,4
22709,0,33,0,3
22710,0,33,0,3
22711,0,33,0,3
22712,0,33,0,3
22713,0,33,0,3
22714,0,31,0,6
22715,0,32,0,4
22716,0,32,0,4
22717,0,33,0,3
22718,0,33,0,3
22719,0,34,0,2
22720,0,32,0,3
22721,0,33,0,3
22722,0,33,0,3
22723,0,33,0,3
22724,0,32,0,4
22725,0,33,0,3
22726,0,32,0,4
22727,0,32,0,4
22728,0,33,0,3
22729,0,32,0,4
22730,0,32,0,4
22731,0,33,0,3
22732,0,33,0,3
22733,0,32,0,4
22734,0,32,0,4
22735,0,33,0,3
22736,0,33,0,3
22737,0,32,0,3
22738,0,32,0,4
22739,0,30,0,4
22740,0,29,0,5
22741,0,29,0,5
22742,0,29,0,5
22743,0,30,0,4
22744,0,28,0,4
22745,0,29,0,3
22746,0,27,0,5
22747,0,27,0,4
22748,0,32,0,3
22749,0,32,0,3
22750,0,31,0,4
22751,0,32,0,3
22752,0,31,0,4
22753,0,30,0,4
22754,0,30,0,4
22755,0,30,0,4
22756,0,30,0,4
22757,0,30,0,4
22758,0,30,0,4
22759,0,29,0,5
22760,0,28,0,6
22761,0,30,0,4
22762,0,29,0,5
22763,0,28,0,6
22764,0,29,0,5
22765,0,30,0,4
22766,0,30,0,4
22767,0,30,0,4
22768,0,30,0,4
22769,0,27,0,7
22770,0,29,0,5
22771,0,34,0,3
22772,0,33,0,4
22773,0,33,0,3
22774,0,32,0,3
22775,0,33,0,3
22776,0,33,0,3
22777,0,29,0,4
22778,0,30,0,4
22779,0,29,0,4
22780,0,31,0,5
22781,0,32,0,4
22782,0,28,0,8
22783,0,29,0,5
22784,0,29,0,5
22785,0,23,0,8
22786,0,32,0,3
22787,0,31,0,4
22788,0,32,0,3
22789,0,32,0,3
22790,0,32,0,3
22791,0,32,0,3
22792,0,31,0,4
22793,0,32,0,3
22794,0,30,0,5
22795,0,32,0,3
22796,0,32,0,3
22797,0,32,0,3
22798,0,32,0,3
22799,0,31,0,4
22800,0,30,0,5
22801,0,32,0,3
22802,0,31,0,4
22803,0,33,0,2
22804,0,33,0,2
22805,0,31,0,4
22806,0,30,0,5
22807,0,29,0,4
22808,0,30,0,4
22809,0,27,0,6
22810,0,27,0,6
22811,0,29,0,4
22812,0,32,0,3
22813,0,29,0,5
22814,0,30,0,5
22815,0,29,0,5
22816,0,29,0,5
22817,0,29,0,5
22818,0,29,0,5
22819,0,28,0,6
22820,0,28,0,6
22821,0,29,0,5
22822,0,28,0,6
22823,0,30,0,5
22824,0,27,0,7
22825,0,29,0,6
22826,0,30,0,5
22827,0,27,0,7
22828,0,28,0,5
22829,0,31,0,4
22830,0,25,0,5
22831,0,31,0,2
22832,0,32,0,5
22833,0,33,0,3
22834,0,33,0,3
22835,0,28,0,3
22836,0,31,0,5
22837,0,31,0,5
22838,0,31,0,5
22839,0,32,0,4
22840,0,31,0,5
22841,0,31,0,4
22842,0,31,0,4
22843,0,32,0,3
22844,0,32,0,3
22845,0,32,0,4
22846,0,31,0,4
22847,0,32,0,3
22848,0,33,0,3
22849,0,33,0,3
22850,0,31,0,5
22851,0,28,0,5
22852,0,28,0,5
22853,0,28,0,4
22854,0,28,0,5
22855,0,21,0,7
22856,0,26,0,6
22857,0,27,0,7
22858,0,30,0,5
22859,0,32,0,4
22860,0,28,0,7
22861,0,33,0,3
22862,0,33,0,3
22863,0,33,0,3
22864,0,32,0,3
22865,0,34,0,2
22866,0,33,0,3
22867,0,33,0,3
22868,0,30,0,4
22869,0,30,0,5
22870,0,31,0,5
22871,0,31,0,5
22872,0,33,0,3
22873,0,30,0,4
22874,0,24,0,8
22875,0,33,0,3
22876,0,30,0,0
22877,0,30,0,4
22878,0,28,0,6
22879,0,32,0,2
22880,0,31,0,5
22881,0,33,0,3
22882,0,31,0,4
22883,0,33,0,3
22884,0,31,0,4
22885,0,32,0,3
22886,0,31,0,4
22887,0,31,0,4
22888,0,32,0,4
22889,0,33,0,3
22890,0,31,0,5
22891,0,32,0,4
22892,0,32,0,3
22893,0,31,0,3
22894,0,31,0,4
22895,0,31,0,4
22896,0,30,0,4
22897,0,31,0,3
22898,0,28,0,5
22899,0,32,0,4
22900,0,30,0,6
22901,0,33,0,3
22902,0,32,0,4
22903,0,32,0,3
22904,0,31,0,5
22905,0,31,0,4
22906,0,32,0,4
22907,0,32,0,4
22908,0,31,0,5
22909,0,31,0,5
22910,0,31,0,5
22911,0,28,0,8
22912,0,31,0,5
22913,0,34,0,2
22914,0,31,0,5
22915,0,28,0,7
22916,0,32,0,3
22917,0,32,0,3
22918,0,33,0,3
22919,0,31,0,5
22920,0,32,0,4
22921,0,31,0,5
22922,0,31,0,5
22923,0,30,0,6
22924,0,30,0,5
22925,0,33,0,3
22926,0,31,0,5
22927,0,30,0,7
22928,0,33,0,3
22929,0,33,0,3
22930,0,33,0,3
22931,0,32,0,4
22932,0,33,0,3
22933,0,33,0,3
22934,0,31,0,5
22935,0,30,0,6
22936,0,31,0,5
22937,0,30,0,6
22938,0,31,0,5
22939,0,31,0,5
22940,0,31,0,5
22941,0,31,0,5
22942,0,30,0,6
22943,0,30,0,5
22944,0,31,0,5
22945,0,30,0,6
22946,0,30,0,6
22947,0,31,0,4
22948,0,31,0,5
22949,0,33,0,3
22950,0,33,0,3
22951,0,31,0,3
22952,0,32,0,3
22953,0,33,0,2
22954,0,33,0,3
22955,0,33,0,3
22956,0,33,0,3
22957,0,31,0,5
22958,0,30,0,4
22959,0,29,0,6
22960,0,31,0,5
22961,0,30,0,6
22962,0,32,0,4
22963,0,31,0,5
22964,0,31,0,5
22965,0,32,0,4
22966,0,32,0,3
22967,0,31,0,4
22968,0,33,0,3
22969,0,32,0,3
22970,0,31,0,5
22971,0,31,0,5
22972,6,23,0,6
22973,0,31,0,5
22974,0,31,0,4
22975,0,31,0,5
22976,0,31,0,5
22977,0,31,0,4
22978,0,31,0,3
22979,0,30,0,5
22980,0,31,0,4
22981,0,33,0,3
22982,0,33,0,3
22983,0,33,0,3
22984,0,33,0,3
22985,0,32,0,3
22986,0,33,0,3
22987,0,33,0,3
22988,0,32,0,3
22989,0,33,0,3
22990,0,33,0,3
22991,0,33,0,3
22992,0,32,0,3
22993,0,31,0,5
22994,0,32,0,4
22995,0,31,0,5
22996,0,32,0,4
22997,0,31,0,5
22998,0,32,0,3
22999,0,32,0,4
23000,0,31,0,5
23001,0,30,0,6
23002,0,30,0,5
23003,0,31,0,5
23004,0,31,0,4
23005,0,31,0,5
23006,0,31,0,5
23007,0,31,0,4
23008,0,31,0,5
23009,0,30,0,6
23010,0,31,0,5
23011,0,30,0,6
23012,0,31,0,5
23013,0,30,0,4
23014,0,31,0,5
23015,0,31,0,5
23016,0,33,0,3
23017,0,33,0,3
23018,0,32,0,4
23019,0,32,0,4
23020,6,23,0,5
23021,0,31,0,5
23022,0,30,0,6
23023,0,32,0,3
23024,0,33,0,3
23025,0,33,0,3
23026,0,32,0,4
23027,0,32,0,4
23028,0,32,0,4
23029,0,33,0,2
23030,0,31,0,5
23031,0,31,0,5
23032,0,30,0,6
23033,0,30,0,6
23034,0,31,0,5
23035,0,31,0,5
23036,0,32,0,4
23037,0,32,0,4
23038,0,31,0,5
23039,0,31,0,5
23040,0,30,0,5
23041,0,32,0,3
23042,0,33,0,3
23043,0,33,0,3
23044,0,31,0,5
23045,0,31,0,5
23046,0,31,0,5
23047,0,32,0,4
23048,0,31,0,5
23049,0,30,0,6
23050,0,31,0,5
23051,0,30,0,6
23052,0,32,0,4
23053,0,29,0,6
23054,0,31,0,5
23055,0,32,0,3
23056,0,32,0,4
23057,0,31,0,5
23058,0,33,0,3
23059,0,33,0,3
23060,0,33,0,3
23061,0,33,0,3
23062,0,33,0,3
23063,0,32,0,4
23064,0,31,0,5
23065,0,31,0,5
23066,0,31,0,5
23067,0,30,0,6
23068,0,30,0,5
23069,0,31,0,5
23070,0,30,0,6
23071,0,32,0,3
23072,0,27,0,3
23073,0,30,0,1
23074,0,27,0,3
23075,0,25,0,2
23076,0,24,0,4
23077,0,27,0,2
23078,0,28,0,2
23079,0,28,0,2
23080,0,29,0,2
23081,0,27,0,2
23082,0,27,0,2
23083,0,27,0,2
23084,0,28,0,2
23085,0,27,0,2
23086,0,27,0,2
23087,0,27,0,3
23088,0,27,0,3
23089,0,29,0,3
23090,0,30,0,1
23091,0,28,0,3
23092,0,28,0,2
23093,0,18,0,1
23094,0,27,0,3
23095,0,28,0,2
23096,0,25,0,4
23097,0,28,0,2
23098,0,28,0,2
23099,0,27,0,3
23100,0,25,0,1
23101,0,27,0,3
23102,0,27,0,3
23103,0,28,0,2
23104,0,30,0,0
23105,0,27,0,3
23106,0,27,0,3
23107,0,22,0,3
23108,0,27,0,2
23109,0,23,0,4
23110,0,28,0,2
23111,0,27,0,3
23112,0,28,0,2
23113,0,28,0,2
23114,0,25,0,4
23115,0,27,0,2
23116,0,28,0,2
23117,0,27,0,3
23118,0,27,0,3
23119,0,27,0,3
23120,0,28,0,2
23121,0,27,0,3
23122,0,28,0,2
23123,0,28,0,2
23124,0,28,0,2
23125,0,28,0,2
23126,0,28,0,2
23127,0,21,0,3
23128,0,22,0,4
23129,0,27,0,3
23130,0,27,0,3
23131,0,28,0,2
23132,0,28,0,2
23133,0,23,0,1
23134,0,28,0,2
23135,0,28,0,2
23136,0,28,0,2
23137,0,27,0,3
23138,0,27,0,3
23139,0,27,0,2
23140,0,27,0,2
23141,0,27,0,2
23142,0,27,0,2
23143,0,27,0,2
23144,0,27,0,2
23145,0,27,0,2
23146,0,27,0,2
23147,0,28,0,2
23148,0,22,0,2
23149,0,26,0,1
23150,0,28,0,2
23151,0,28,0,2
23152,0,28,0,1
23153,0,28,0,2
23154,0,27,0,3
23155,0,27,0,2
23156,0,27,0,2
23157,0,27,0,2
23158,0,28,0,2
23159,0,27,0,2
23160,0,27,0,3
23161,0,28,0,2
23162,0,26,0,4
23163,0,28,0,2
23164,0,28,0,2
23165,0,28,0,2
23166,0,28,0,2
23167,0,28,0,2
23168,0,28,0,2
23169,0,27,0,3
23170,0,28,0,2
23171,0,27,0,3
23172,0,27,0,3
23173,0,28,0,1
23174,0,28,0,2
23175,0,28,0,2
23176,0,25,0,4
23177,0,21,0,2
23178,0,27,0,2
23179,0,27,0,2
23180,0,28,0,2
23181,0,19,0,6
23182,0,25,0,9
23183,0,25,0,9
23184,0,28,0,6
23185,0,29,0,6
23186,0,29,0,5
23187,0,26,0,7
23188,0,30,0,5
23189,0,29,0,6
23190,0,25,0,8
23191,0,29,0,6
23192,0,29,0,6
23193,0,31,0,3
23194,0,26,0,7
23195,0,27,0,8
23196,0,27,0,7
23197,0,27,0,7
23198,0,25,0,7
23199,0,27,0,7
23200,0,22,0,7
23201,0,25,0,8
23202,0,26,0,7
23203,0,25,0,9
23204,0,27,0,7
23205,0,24,0,7
23206,0,27,0,7
23207,0,25,0,9
23208,0,26,0,3
23209,0,25,0,9
23210,0,25,0,9
23211,0,27,0,6
23212,0,28,0,5
23213,0,32,0,3
23214,0,28,0,7
23215,0,29,0,6
23216,0,28,0,7
23217,0,27,0,8
23218,0,32,0,3
23219,0,28,0,7
23220,0,28,0,6
23221,0,29,0,5
23222,0,29,0,6
23223,0,29,0,6
23224,0,29,0,6
23225,0,29,0,5
23226,0,27,0,6
23227,0,24,0,8
23228,0,24,0,6
23229,0,27,0,7
23230,0,31,0,3
23231,0,24,0,9
23232,0,32,0,2
23233,0,28,0,6
23234,0,26,0,6
23235,0,27,0,8
23236,0,26,0,8
23237,0,31,0,3
23238,0,26,0,9
23239,0,29,0,5
23240,0,26,0,7
23241,0,29,0,5
23242,0,25,0,8
23243,0,29,0,5
23244,0,28,0,3
23245,0,28,0,8
23246,0,27,0,6
23247,0,25,0,9
23248,0,30,0,4
23249,0,25,0,6
23250,0,28,0,5
23251,0,28,0,7
23252,0,28,0,7
23253,0,29,0,6
23254,0,29,0,6
23255,0,29,0,6
23256,0,29,0,6
23257,0,29,0,6
23258,0,29,0,6
23259,0,29,0,6
23260,0,29,0,6
23261,0,29,0,6
23262,0,29,0,6
23263,0,29,0,6
23264,0,29,0,6
23265,0,29,0,6
23266,0,29,0,6
23267,0,29,0,6
23268,0,29,0,6
23269,0,28,0,7
23270,0,28,0,7
23271,0,29,0,6
23272,0,29,0,6
23273,0,29,0,6
23274,0,28,0,7
23275,0,29,0,6
23276,0,29,0,6
23277,0,27,0,7
23278,0,28,0,7
23279,0,28,0,7
23280,0,29,0,6
23281,0,29,0,6
23282,0,29,0,6
23283,0,30,0,5
23284,0,30,0,5
23285,0,29,0,6
23286,0,29,0,6
23287,0,29,0,6
23288,0,29,0,6
23289,0,29,0,6
23290,0,29,0,6
23291,0,28,0,7
23292,0,29,0,6
23293,0,29,0,6
23294,0,29,0,6
23295,0,28,0,7
23296,0,29,0,6
23297,0,29,0,6
23298,0,29,0,6
23299,0,29,0,6
23300,0,29,0,6
23301,0,29,0,6
23302,0,29,0,6
23303,0,29,0,6
23304,0,29,0,6
23305,0,29,0,6
23306,0,29,0,6
23307,0,29,0,6
23308,0,29,0,6
23309,0,29,0,6
23310,0,29,0,6
23311,0,29,0,6
23312,0,29,0,6
23313,0,29,0,6
23314,0,29,0,6
23315,0,29,0,6
23316,0,29,0,6
23317,0,29,0,6
23318,0,29,0,6
23319,0,30,0,5
23320,0,30,0,5
23321,0,30,0,5
23322,0,29,0,6
23323,0,29,0,5
23324,0,29,0,6
23325,0,29,0,6
23326,0,29,0,6
23327,0,29,0,6
23328,0,29,0,6
23329,0,29,0,6
23330,0,29,0,6
23331,0,28,0,6
23332,0,30,0,5
23333,0,30,0,5
23334,0,28,0,7
23335,0,28,0,7
23336,0,28,0,7
23337,0,29,0,6
23338,0,29,0,6
23339,0,29,0,6
23340,0,29,0,6
23341,0,29,0,6
23342,0,29,0,6
23343,0,29,0,6
23344,0,29,0,6
23345,0,29,0,6
23346,0,29,0,6
23347,0,29,0,6
23348,0,29,0,6
23349,0,29,0,6
23350,0,29,0,6
23351,0,29,0,6
23352,0,31,0,4
23353,0,29,0,6
23354,0,30,0,5
23355,0,29,0,6
23356,0,29,0,6
23357,0,29,0,6
23358,0,29,0,6
23359,0,30,0,5
23360,0,29,0,6
23361,0,29,0,6
23362,0,29,0,6
23363,0,29,0,6
23364,0,30,0,5
23365,0,29,0,6
23366,0,29,0,6
23367,0,29,0,6
23368,0,28,0,6
23369,0,28,0,6
23370,0,28,0,7
23371,0,29,0,6
23372,0,29,0,5
23373,0,32,0,2
23374,0,29,0,6
23375,0,29,0,6
23376,0,29,0,6
23377,0,22,0,8
23378,0,30,0,5
23379,0,30,0,5
23380,0,29,0,6
23381,0,29,0,6
23382,0,29,0,6
23383,0,29,0,6
23384,0,29,0,6
23385,0,29,0,6
23386,0,29,0,6
23387,0,30,0,5
23388,0,30,0,5
23389,0,29,0,6
23390,0,29,0,6
23391,0,30,0,5
23392,0,29,0,6
23393,0,29,0,6
23394,0,29,0,6
23395,0,30,0,5
23396,0,30,0,5
23397,0,30,0,5
23398,0,30,0,5
23399,0,30,0,5
23400,0,30,0,5
23401,0,30,0,5
23402,0,29,0,6
23403,0,29,0,6
23404,0,29,0,6
23405,0,29,0,6
23406,0,29,0,6
23407,0,29,0,6
23408,0,29,0,6
23409,0,28,0,7
23410,0,28,0,5
23411,0,29,0,6
23412,0,29,0,6
23413,0,28,0,7
23414,0,30,0,5
23415,0,29,0,6
23416,0,29,0,5
23417,0,28,0,6
23418,0,29,0,6
23419,0,29,0,6
23420,0,29,0,6
23421,0,30,0,5
23422,0,30,0,5
23423,0,30,0,5
23424,0,30,0,5
23425,0,30,0,5
23426,0,30,0,5
23427,0,29,0,6
23428,0,30,0,5
23429,0,30,0,5
23430,0,29,0,6
23431,0,29,0,6
23432,0,30,0,5
23433,0,29,0,6
23434,0,29,0,6
23435,0,30,0,5
23436,0,30,0,5
23437,0,29,0,6
23438,0,29,0,6
23439,0,29,0,6
23440,0,29,0,6
23441,0,29,0,6
23442,0,30,0,5
23443,0,29,0,6
23444,0,29,0,5
23445,0,29,0,6
23446,0,29,0,6
23447,0,29,0,6
23448,0,29,0,6
23449,0,29,0,6
23450,0,29,0,6
23451,0,29,0,6
23452,0,29,0,6
23453,0,24,0,9
23454,0,29,0,6
23455,0,29,0,6
23456,0,30,0,5
23457,0,29,0,6
23458,0,30,0,5
23459,0,30,0,5
23460,0,29,0,6
23461,0,29,0,5
23462,0,28,0,7
23463,0,27,0,6
23464,0,29,0,6
23465,0,29,0,6
23466,0,29,0,6
23467,0,30,0,5
23468,0,29,0,5
23469,0,30,0,5
23470,0,29,0,6
23471,0,30,0,5
23472,0,29,0,6
23473,0,30,0,5
